,Studio,Type,City,State/Province,Country
3462,Abylight, Developer,Barcelona,Catalonia,Spain
3463,Akaoni Studios, Developer,Valencia,Valencia,Spain
3464,Alike Studio, Mobile,Barcelona,Catalonia,Spain
3465,AlPixel Games, Developer,Madrid,Madrid,Spain
3466,Altered Matter, Developer,Barcelona,Catalonia,Spain
3467,Anarkade, Mobile,Barcelona,Catalonia,Spain
3468,Animatoon Studio, Developer,Madrid,Madrid,Spain
3469,Awex Studios, Mobile,Barcelona,Catalonia,Spain
3470,BadLand Games, Developer,Madrid,Madrid,Spain
3471,Beautifun Games, Developer,Sabadell,Catalonia,Spain
3472,Blizzard Entertainment, Developer,Madrid,Madrid,Spain
3473,Bloompix Studios, Virtual Reality,Barcelona,Catalonia,Spain
3474,Blustery Games, Developer,Madrid,Madrid,Spain
3475,Chibig Studios, Developer,Valencia,Valencia,Spain
3476,ChildTopia, Publisher,Barcelona,Catalonia,Spain
3477,Connect2Media, Mobile,Madrid,Madrid,Spain
3478,Corsegames, Mobile,Barcelona,Catalonia,Spain
3479,CrazyBits, Mobile,Gijón,Asturias,Spain
3480,Dark Curry, Mobile,Barcelona,Catalonia,Spain
3481,Deconstructeam, Developer,Valencia,Valencia,Spain
3482,Devilish Games, Developer,Alicante,Alicante,Spain
3483,Digital Legends, Developer,Barcelona,Catalonia,Spain
3484,Digital Sun Games, Developer,Valencia,Valencia,Spain
3485,Divertap, Mobile,Barcelona,Catalonia,Spain
3486,DreamBox Games, Developer,Valencia,Valencia,Spain
3487,DreamSoftGames, Developer,Barcelona,Catalonia,Spain
3488,EA Madrid (Electronic Arts), Developer and Publisher,Madrid,Madrid,Spain
3489,Echoboom, Mobile,Madrid,Madrid,Spain
3490,eRepublik, Online,Madrid,Madrid,Spain
3491,Fictiorama Studios, Developer,Madrid,Madrid,Spain
3492,Fourattic, Developer,Seville,Seville,Spain
3493,Frozen Shard, Developer,Barcelona,Catalonia,Spain
3494,GameHouse Spain, Developer,Alicante,Alicante,Spain
3495,GameHouse Spain, Developer,Barcelona,Catalonia,Spain
3496,Gameloft, Mobile,Barcelona,Catalonia,Spain
3497,Gameloft, Mobile,Madrid,Madrid,Spain
3498,Gameloft, Mobile,Valencia,Valencia,Spain
3499,Genera Games, Mobile,Sevilla,Andalucia,Spain
3500,Gronzragüer Games, Virtual Reality,Palma de Mallorca,Baleares,Spain
3501,GSN Games, Mobile,Barcelona,Catalonia,Spain
3502,Hydra Interactive Entertainment, Developer,Madrid,Madrid,Spain
3503,Infinigon Games, Developer,Barcelona,Catalonia,Spain
3504,King.com (Activision), Mobile,Barcelona,Catalonia,Spain
3505,Kitmaker, Developer,Palma de Mallorca,Baleares,Spain
3506,Koch Media, Publisher,Madrid,Madrid,Spain
3507,Life Zero Games, Developer,Zaragoza,Zaragoza,Spain
3508,Like a Boss Games, Mobile,Barcelona,Catalonia,Spain
3509,Lince Works, Developer,Barcelona,Catalonia,Spain
3510,Lingokids, Mobile,Madrid,Madrid,Spain
3511,Little Miracles Games, Developer,Barcelona,Catalonia,Spain
3512,Luegolu3go Studios, Developer,Madrid,Madrid,Spain
3513,Manduka Games, Developer,Barcelona,Catalonia,Spain
3514,Mansion Games, Developer,Palma de Mallorca,Baleares,Spain
3515,Media Tonic, Developer,Madrid,Madrid,Spain
3516,Mediatonic, Online,Madrid,Madrid,Spain
3517,Mercurysteam Entertainment, Developer,Madrid,Madrid,Spain
3518,Milkstone Studios, Developer,Oviedo,Asturias,Spain
3519,Mutant Games, Mobile,Palma de Mallorca,Baleares,Spain
3520,Nachobeard, Developer,Madrid,Madrid,Spain
3521,No Brakes, Developer,Tenerife,Canary Islands,Spain
3522,Nomada Studio, Developer,Barcelona,Catalonia,Spain
3523,Noobware, Mobile,Madrid,Madrid,Spain
3524,Novarama, Developer,Barcelona,Catalonia,Spain
3525,Numantian Games, Developer,Madrid,Madrid,Spain
3526,Odders Lab, Virtual Reality,Seville,Seville,Spain
3527,Omnidrone, Developer,Barcelona,Catalonia,Spain
3528,Outfit7, Mobile,Barcelona,Catalonia,Spain
3529,Over the Top Games, Developer,Madrid,Madrid,Spain
3530,Pantumaca Barcelona, Mobile,Barcelona,Catalonia,Spain
3531,Pendulo Studios, Developer,Madrid,Madrid,Spain
3532,Pentadimensional Games, Developer,Madrid,Madrid,Spain
3533,Petoons Studio, Developer,Barcelona,Catalonia,Spain
3534,PiX Juegos, Developer,Castellon,Castellon,Spain
3535,Pixel Cream, Mobile,Barcelona,Catalonia,Spain
3536,Pixelatto, Developer,Malaga,Malaga,Spain
3537,Playgram Games, Mobile,Valencia,Valencia,Spain
3538,PlaySpace, Developer,Palma de Mallorca,Mallorca,Spain
3539,Playstark, Virtual Reality,Barcelona,Catalonia,Spain
3540,Plunge Interactive, Developer,Lleida,Catalonia,Spain
3541,promineo studios, Developer,Tenerife,Canary Islands,Spain
3542,Psious, Virtual Reality,Barcelona,Catalonia,Spain
3543,Pyro Mobile , Developer,Madrid,Madrid,Spain
3544,Ratalaika Games, Mobile,Leon,Castilla y Leon,Spain
3545,Rehametrics, Health,Valencia,Valencia,Spain
3546,Risin' Goat, Developer,Mostoles,Madrid,Spain
3547,Saber Interactive, Developer,Madrid,Madrid,Spain
3548,Scopely, Mobile,Barcelona,Catalonia,Spain
3549,Shanblue Interactive, Developer,Valencia,Valencia,Spain
3550,Silent Road Games, Developer,Malaga,Malaga,Spain
3551,Singular Social Games, Mobile,Las Palmas de Gran Canaria,Las Palmas,Spain
3552,SoccerDream, Virtual Reality,Barcelona,Catalonia,Spain
3553,Social Point, Developer,Barcelona,Catalonia,Spain
3554,Stage Clear Studios, Developer,Madrid,Madrid,Spain
3555,Super Awesome Hyper Dimensional Mega Team, Mobile,Valencia,Valencia,Spain
3556,Super Awesome Hyper Dimensional Mega Team, Developer,Valencia,Valencia,Spain
3557,Tama Games, Developer,Valencia,Valencia,Spain
3558,Team Gotham, Developer,Madrid,Madrid,Spain
3559,Teku Studios, Developer,Teruel,Aragon,Spain
3560,Tequila Works, Developer,Madrid,Madrid,Spain
3561,The Game Kitchen, Developer,Seville,Seville,Spain
3562,TikTak Games, Online,Barcelona,Catalonia,Spain
3563,Tilting Point, Publisher,Barcelona,Catalonia,Spain
3564,Timeless Games , Mobile,Madrid,Madrid,Spain
3565,Titutitech, Mobile,Barcelona,Catalonia,Spain
3566,Tridente Studio, Developer,Bilbao,Bizkaia,Spain
3567,U-Play Online, Mobile,Barcelona,Catalonia,Spain
3568,Ubisoft Barcelona, Developer and Publisher,Barcelona,Catalonia,Spain
3569,Undercoders, Developer,Barcelona,Catalonia,Spain
3570,Video Games Without Borders, Organization,Malaga,Malaga,Spain
3571,Virtually Live, Virtual Reality,Malaga,Malaga,Spain
3572,Virtway, Developer,Oviedo,Asturias,Spain
3573,WiMi5, Online,Bilbao,Bizkaia,Spain
3574,Winko Games, Mobile,Barcelona,Catalonia,Spain
3575,Zenith, Developer,Madrid,Madrid,Spain
3576,Zeptolab, Mobile,Barcelona,Catalonia,Spain
3577,Zinkia Madrid, Developer,Madrid,Madrid,Spain
3578,Zinkia Sevilla, Developer,Seville,Seville,Spain
3579,Gamos Technology Solutions (GTS), Mobile,Colombo,Western Province,Sri Lanka
3580,Motion Miracles, Mobile,Colombo,Western Province,Sri Lanka
3581,Seven Deuce Gaming, Mobile,Colombo,Western Province,Sri Lanka
3582,A Sweet Studio, Mobile,Stockholm,Stockholm,Sweden
3583,Ace Maddox, Developer,Stockholm,Stockholm,Sweden
3584,Apprope, Mobile,Stockholm,Stockholm,Sweden
3585,Arrowhead Studios, Developer,Stockholm,Stockholm,Sweden
3586,Athletic Design, Developer,Lund,Scania,Sweden
3587,Avalanche Studios, Developer,Stockholm,Stockholm,Sweden
3588,Babloon Studios, Developer,Skovde,Vastra Gotaland,Sweden
3589,Bad Yolk, Developer,Uppsala,Uppland,Sweden
3590,Bandanakid Games, Developer,Stockholm,Stockholm,Sweden
3591,Camanio Care, Health,Stockholm,Stockholm,Sweden
3592,Clifftop Games, Developer,Stockholm,Stockholm,Sweden
3593,Coffee Stain Studios, Developer and Publisher,Skövde,Vastra Gotaland,Sweden
3594,Coldwood Interactive, Developer,Umea,Norrland,Sweden
3595,Cortopia Studios, Virtual Reality,Stockholm,Stockholm,Sweden
3596,DeadToast Entertainment, Developer,Malmo,Scania,Sweden
3597,Dennaton Games, Developer,Gothenburg,Gotaland,Sweden
3598,Devm-Games, Developer,Stockholm,Stockholm,Sweden
3599,DICE Stockholm (Electronic Arts), Developer,Stockholm,Stockholm,Sweden
3600,Digital Agents Interactive, Serious Games,Stockholm,Stockholm,Sweden
3601,Dimfrost Studios, Developer,Norrkoping,Ostergotland,Sweden
3602,Doctor Entertainment, Developer and Publisher,Uppsala,Uppland,Sweden
3603,Double Zero One Zero, Developer,Skovde,Vastra Gotaland,Sweden
3604,DualNorth Studios, Developer,Stockholm,Stockholm,Sweden
3605,EA SEED, Developer,Stockholm,Stockholm,Sweden
3606,Eat Create Sleep, Developer,Visby,Gotland,Sweden
3607,Embark Studios, Developer,Stockholm,Stockholm,Sweden
3608,Experiment 101, Developer,Stockholm,Stockholm,Sweden
3609,Fall Damage, Developer,Stockholm,Stockholm,Sweden
3610,Fast Travel Games, Virtual Reality,Stockholm,Stockholm,Sweden
3611,Fatshark, Developer,Stockholm,Stockholm,Sweden
3612,Filimundus, Developer,Stockholm,Stockholm,Sweden
3613,FJRD Interactive, Developer,Stockholm,Stockholm,Sweden
3614,Forgotten Key, Developer,Karlshamn,Blekinge,Sweden
3615,Frictional Games, Developer,Helsingborg,Skåne,Sweden
3616,Frostbite (Electronic Arts), Developer,Stockholm,Stockholm,Sweden
3617,Fula Fisken, Developer,Stockholm,Stockholm,Sweden
3618,FunRock, Mobile,Stockholm,Stockholm,Sweden
3619,G5 Entertainment, Developer and Publisher,Stockholm,Stockholm,Sweden
3620,Gameport, Developer,Karlshamn,Blekinge,Sweden
3621,GamersGate, Publisher,Stockholm,Stockholm,Sweden
3622,Gaming Corps, Developer,Uppsala,Uppland,Sweden
3623,Ghost Games (Electronic Arts), Developer,Gothenburg,Gotaland,Sweden
3624,Global Fun, Publisher,Karlskrona,Gotaland,Sweden
3625,Greyish Games, Developer,Kungalv,Vastra Gotaland,Sweden
3626,gumi Sweden, Online,Stockholm,Stockholm,Sweden
3627,Guru Games, Developer and Publisher,Skövde,Vastra Gotaland,Sweden
3628,Hatrabbit, Virtual Reality,Stockholm,Stockholm,Sweden
3629,Hazelight, Developer,Hoganas,Scania,Sweden
3630,Hazelight, Developer,Stockholm,Stockholm,Sweden
3631,Hello There, Developer,Gothenburg,Gotaland,Sweden
3632,Hi-Bit Studios, Developer,Stockholm,Stockholm,Sweden
3633,iGotcha Studios, Mobile,Stockholm,Stockholm,Sweden
3634,Image & Form Games, Developer,Gothenburg,Gotaland,Sweden
3635,Image & Form International, Developer,Gothenburg,Gotaland,Sweden
3636,IO Interactive, Developer,Malmo,Scania,Sweden
3637,ISBIT Games, Developer,Stockholm,Stockholm,Sweden
3638,Jovian Industries, Developer,Skövde,Vastra Gotaland,Sweden
3639,Kedoo Entertainment, Publisher,Stockholm,Stockholm,Sweden
3640,Killmonday Games, Developer,Stockholm,Stockholm,Sweden
3641,King.com (Activision), Mobile,Malmo,Scania,Sweden
3642,King.com (Activision), Mobile,Stockholm,Stockholm,Sweden
3643,Koch Media, Publisher,Stockholm,Stockholm,Sweden
3644,Lamp Ant Games, Developer,Skovde,Vastra Gotaland,Sweden
3645,Landfall Games, Developer,Stockholm,Stockholm,Sweden
3646,Lavapotion, Developer,Gothenburg,Gotaland,Sweden
3647,Legendo Entertainment, Developer,Stenungsund,Vastra Gotaland,Sweden
3648,Lightbulb Crew, Developer,Stockholm,Stockholm,Sweden
3649,Like a Boss Games, Mobile,Stockholm,Stockholm,Sweden
3650,Lionbite Games, Developer,Stockholm,Stockholm,Sweden
3651,Ludosity Interactive, Developer,Skövde,Vastra Gotaland,Sweden
3652,MachineGames (ZeniMax Media), Developer,Uppsala,Uppland,Sweden
3653,MAG Interactive, Mobile,Stockholm,Stockholm,Sweden
3654,ManagerZone, Online,Karlskrona,Gotaland,Sweden
3655,Massive Entertainment (Ubisoft), Developer,Malmo,Scania,Sweden
3656,Mediocre, Mobile,Malmo,Scania,Sweden
3657,Might & Delight, Developer,Stockholm,Stockholm,Sweden
3658,Might and Delight, Developer,Stockholm,Stockholm,Sweden
3659,Mimerse, Health,Stockholm,Stockholm,Sweden
3660,MindArk, Online,Gothenburg,Gotaland,Sweden
3661,Mobile Pie, Mobile,Stockholm,Stockholm,Sweden
3662,Mojang Specifications, Developer,Stockholm,Stockholm,Sweden
3663,Neat Corporation, Virtual Reality,Stockholm,Stockholm,Sweden
3664,Neon Giant, Developer,Uppsala,Uppland,Sweden
3665,Nifflas' Games, Developer,Umea,Norrland,Sweden
3666,Official Super Stars, Developer,Karlshamn,Blekinge,Sweden
3667,Overkill Software (Starbreeze), Developer,Stockholm,Stockholm,Sweden
3668,Oxeye Game Studio, Developer,Johanneshov,Stockholm,Sweden
3669,PAN Vision, Publisher,Stockholm,Stockholm,Sweden
3670,PapaQuark, Mobile,Malmo,Scania,Sweden
3671,Paradox Interactive, Developer,Stockholm,Stockholm,Sweden
3672,Pieces Interactive, Developer,Skövde,Västergötland,Sweden
3673,Pixelbite, Mobile,Helsingborg,Scania,Sweden
3674,PLAY Publish, Publisher,Stockholm,Stockholm,Sweden
3675,Polarbit, Developer,Sodertalje,Stockholm,Sweden
3676,Poppermost Productions, Developer,Stockholm,Stockholm,Sweden
3677,Raw Fury, Publisher,Stockholm,Stockholm,Sweden
3678,Redikod, Developer,Malmo,Scania,Sweden
3679,Resolution Games, Virtual Reality,Stockholm,Stockholm,Sweden
3680,Robtop Games, Mobile,Stockholm,Stockholm,Sweden
3681,Saber Interactive, Developer,Sundsvall,Norrland,Sweden
3682,Scientific Games Interactive, Developer,Stockholm,Stockholm,Sweden
3683,Senri, Mobile,Gothenburg,Gotaland,Sweden
3684,Serious Games Interactive, Serious Games,Malmo,Scania,Sweden
3685,Shortfuse Games, Developer,Skövde,Vastra Gotaland,Sweden
3686,SimBin, Developer,Skovde,Vastra Gotaland,Sweden
3687,Simogo, Developer,Malmo,Scania,Sweden
3688,Sozap, Mobile,Nykoping,Sodermanland,Sweden
3689,SpaceFox Studio, Developer,Stockholm,Stockholm,Sweden
3690,Star Stable, Online,Stockholm,Stockholm,Sweden
3691,Star Vault, Online,Malmo,Scania,Sweden
3692,Starbreeze Studios, Developer,Stockholm,Stockholm,Sweden
3693,Station Interactive, Developer,Karlshamn,Blekinge,Sweden
3694,Stunlock Studios, Developer,Skövde,Vastra Gotaland,Sweden
3695,Swedish Games Industry, Organization,Stockholm,Stockholm,Sweden
3696,Talawa Games, Developer,Stockholm,Stockholm,Sweden
3697,Tarsier Studios, Developer,Malmo,Scania,Sweden
3698,Teotl Studios, Developer,Uppsala,Uppland,Sweden
3699,The Bearded Ladies Consulting, Developer,Trollhattan,Vastra Gotaland,Sweden
3700,The GD Studio, Developer,Stockholm,Stockholm,Sweden
3701,The Outsiders, Developer,Stockholm,Stockholm,Sweden
3702,THQ Nordic, Publisher,Karlstad,Värmland,Sweden
3703,Three Gates, Developer,Visby,Gotland,Sweden
3704,Thunderful Publishing, Publisher,Gothenburg,Gotaland,Sweden
3705,Toadman Interactive, Developer,Stockholm,Stockholm,Sweden
3706,Toca Boca (Spin Master), Mobile,Stockholm,Stockholm,Sweden
3707,Triolith Entertainment, Developer,Skovde,Vastra Gotaland,Sweden
3708,Uprise (Electronic Arts), Mobile,Stockholm,Stockholm,Sweden
3709,Valiant Game Studio, Developer,Stockholm,Stockholm,Sweden
3710,Venturous Games, Developer,Lund,Scania,Sweden
3711,Visiontrick Media, Developer,Stockholm,Stockholm,Sweden
3712,Wemotion, Developer,Linkoping,Ostergotland,Sweden
3713,Zoink Games, Developer,Gothenburg,Gotaland,Sweden
3714,apelab, Developer,Geneva,Geneva,Switzerland
3715,BISBOG, Developer and Publisher,Lausanne,Vaud,Switzerland
3716,bitforge, Mobile,Berne,Berne,Switzerland
3717,Blindflug Studios, Developer,Zurich,Zurich,Switzerland
3718,Colorbloks, Developer,Saint Gallen,Saint Gallen,Switzerland
3719,Crown Adam, Developer,Schmerikon,Saint Gallen,Switzerland
3720,EA Geneva (Electronic Arts), Publisher,Geneva,Geneva,Switzerland
3721,Etter Studios, Developer,Zurich,Zurich,Switzerland
3722,EverdreamSoft, Mobile,Geneva,Geneva,Switzerland
3723,Furinkazan, Developer,Lausanne,Vaud,Switzerland
3724,Gbanga, Developer,Zurich,Zurich,Switzerland
3725,GIANTS Software, Developer,Zurich,Zurich,Switzerland
3726,GoLive Games, Publisher,Zug,Zug,Switzerland
3727,igda Switzerland Chapter, Organization,Zurich,Zurich,Switzerland
3728,Ink Kit, Developer,Zurich,Zurich,Switzerland
3729,Inlusio, Developer,Zurich,Zurich,Switzerland
3730,Karios Games, Mobile,Geneva,Geneva,Switzerland
3731,Koboldgames, Developer,Brugg,Aargau,Switzerland
3732,Koch Media, Publisher,Saint Gallen,Saint Gallen,Switzerland
3733,Magic Leap, Virtual Reality,Lausanne,Vaud,Switzerland
3734,Magic Leap, Virtual Reality,Zurich,Zurich,Switzerland
3735,Massively Multiplayer Online Science, Online,Monthey,Valais,Switzerland
3736,Mindmaze, Virtual Reality,Lausanne,Vaud,Switzerland
3737,Mindmaze, Virtual Reality,Zurich,Zurich,Switzerland
3738,Mister Whale's Game Service, Developer,Zurich,Zurich,Switzerland
3739,OZWE Games, Virtual Reality,Lausanne,Vaud,Switzerland
3740,Playables, Developer,Zurich,Zurich,Switzerland
3741,Reha-Stim Medtec, Health,Schlieren,Zurich,Switzerland
3742,RNDRLN Games, Mobile,Flims Dorf,Graubunden,Switzerland
3743,Somniacs, Virtual Reality,Zurich,Zurich,Switzerland
3744,Stray Fawn Studios, Developer,Zurich,Zurich,Switzerland
3745,Struckd, Mobile,Zurich,Zurich,Switzerland
3746,Struckd, Mobile,Zurich,Zurich,Switzerland
3747,Sunnyside Games, Mobile,Lausanne,Vaud,Switzerland
3748,Swiss Game Developers Association, Organization,Zurich,Zurich,Switzerland
3749,Team Niche, Developer,Zurich,Zurich,Switzerland
3750,Tourmaline Studio, Developer,Geneva,Geneva,Switzerland
3751,VertaMed, Virtual Reality,Zurich,Zurich,Switzerland
3752,Virtually Live, Virtual Reality,Zurich,Zurich,Switzerland
3753,Joybox, Developer,Damascus,Damascus,Syria
3754,37 Games, Online,Taipei,Taiwan,Taiwan
3755,Auer New Media, Mobile,Taipei,Taiwan,Taiwan
3756,Blizzard Entertainment, Developer,Taipei,Taiwan,Taiwan
3757,FUnique VR Studio, Virtual Reality,Taipei,Taiwan,Taiwan
3758,Futuretown, Virtual Reality,Taoyuan,Taoyuan,Taiwan
3759,Gameloft, Mobile,Taipei,Taiwan,Taiwan
3760,Genesis Gaming, Developer,Taipei,Taiwan,Taiwan
3761,GigaMedia, Developer and Publisher,Taipei,Taiwan,Taiwan
3762,HyperBot Studio, Virtual Reality,Taipei,Taiwan,Taiwan
3763,Lager Interactive, Online,Taipei,Taiwan,Taiwan
3764,NC Taiwan, Online,Taipei,Taiwan,Taiwan
3765,Rayark, Mobile,Taipei,Taiwan,Taiwan
3766,Red Candle Games, Developer,Taipei,Taiwan,Taiwan
3767,Riot Games, Online,Taipei,Taiwan,Taiwan
3768,Runewalker, Online,Taichung,Taichung,Taiwan
3769,Seed Studio, Developer,Taipei,Taiwan,Taiwan
3770,SIGONO, Mobile,Taipei,Taiwan,Taiwan
3771,SNS Plus, Publisher,Taipei,Taiwan,Taiwan
3772,Softstar Entertainment, Developer and Publisher,Taipei,Taiwan,Taiwan
3773,Sunhead Games, Developer,Taipei,Taiwan,Taiwan
3774,Tencent Taipei, Developer and Publisher,Taipei,Taiwan,Taiwan
3775,Tickle Labs, Developer,Taipei,Taiwan,Taiwan
3776,Toii, Developer,Taipei,Taiwan,Taiwan
3777,USERJOY Technology, Developer,New Taipei City,Taiwan,Taiwan
3778,Wargaming Taipei, Online,Taipei,Taiwan,Taiwan
3779,WEBZEN Taiwan, Online,Taipei,Taiwan,Taiwan
3780,WINKING ENTERTAINMENT, Developer,New Taipei City,Taiwan,Taiwan
3781,XPEC Entertainment, Developer,Kaohsiung,Taiwan,Taiwan
3782,XPEC Entertainment, Developer,Taipei,Taiwan,Taiwan
3783,7 Raven Studios, Developer,Phuket,Phuket,Thailand
3784,Asiasoft, Publisher,Bangkok,Thonburi,Thailand
3785,Bohemia Interactive, Developer,Pattaya,Chonburi,Thailand
3786,Corecell Technology, Mobile,Bangkok,Thonburi,Thailand
3787,Donuts, Mobile,Bangkok,Thonburi,Thailand
3788,Gameloft, Mobile,Bangkok,Thonburi,Thailand
3789,Infinity Levels Studio, Mobile,Bangkok,Thonburi,Thailand
3790,NC True, Online,Bangkok,Thonburi,Thailand
3791,New Era Online, Publisher,Bangkok,Thonburi,Thailand
3792,Peakware Studio, Developer,Bangkok,Thonburi,Thailand
3793,PIGSSS GAMES, Developer,Bangkok,Thonburi,Thailand
3794,Pocket PlayLab, Mobile,Bangkok,Thonburi,Thailand
3795,RingZero Game Studio, Developer,Bangkok,Thonburi,Thailand
3796,Sanuk Games, Developer,Pak Kret,Nonthaburi,Thailand
3797,VALOFE Thailand, Online,Bangkok,Thonburi,Thailand
3798,ViquaSoft, Developer,Bangkok,Thonburi,Thailand
3799,Virtual Realms, Mobile,Bangkok,Thonburi,Thailand
3800,Digital Mania, Developer,Les Berges du Lac,Tunis,Tunisia
3801,Envast, Mobile,Sousse,Sousse,Tunisia
3802,LIVA, Mobile,Tunis,Tunis,Tunisia
3803,NewGen, Mobile,Ariana,Ariana,Tunisia
3804,Newgen Studio, Developer,Ariana,Ariana,Tunisia
3805,SaphirProd, Developer,Nabeul,Nabeul,Tunisia
3806,Tunisian Game Developers, Organization,Tunis,Tunis,Tunisia
3807,Abyss Gameworks, Developer,Istanbul,Istanbul,Turkey
3808,AlkameGames, Virtual Reality,Ankara,Ankara,Turkey
3809,Aral Ithalat, Publisher,Istanbul,Istanbul,Turkey
3810,ArcadeMonk, Developer,Istanbul,Istanbul,Turkey
3811,Bigpoint, Online,Istanbul,Istanbul,Turkey
3812,Consala Games, Online,Kadikoy,Istanbul,Turkey
3813,Crytek, Developer,Istanbul,Istanbul,Turkey
3814,Cultic Games, Developer,Istanbul,Istanbul,Turkey
3815,Digitoy Games, Online,Izmir,Izmir,Turkey
3816,Elite Game Studio, Mobile,Istanbul,Istanbul,Turkey
3817,Gamegos, Developer,Istanbul,Istanbul,Turkey
3818,Gamester, Online,Istanbul,Istanbul,Turkey
3819,Global Game Center, Publisher,Istanbul,Istanbul,Turkey
